id,target,ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin
22455,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.8,1.2,0.838525492,8,0,0,0,1,11,1,0,2,1,69,3,0.424264069,1.177237627,0.353553391,3.605551276,0.2,0.7,0.4,4,4,5,1,11,2,7,2,1,1,6,0,1,0,0,1,0
22720,1,5,1,5,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9,0.2,0.625999201,7,1,1,0,0,1,1,1,1,1,51,2,0.374165739,0.838386881,0.330756708,3.605551276,0.6,0.9,0.5,2,4,8,1,7,1,1,3,1,2,10,0,0,1,0,1,0
22937,1,3,1,7,1,4,0,1,0,0,0,0,0,0,0,10,1,0,0,0,0,0.71063352,9,1,0,2,0,1,1,1,2,1,90,0,0.424264069,0.785561861,0.331662479,3,0.6,0.6,0.9,4,1,7,3,10,2,4,4,1,2,8,0,1,0,0,0,0
23571,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0.9,1.3,1.711906832,11,1,0,9,1,0,1,1,2,1,104,2,0.447213595,1.254207794,0.453431362,3.31662479,0.4,0.7,0.6,2,1,8,4,11,3,9,7,3,1,6,0,1,1,1,0,0
23747,1,1,1,6,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0.5,0.3,0.693271231,7,1,1,0,0,11,1,1,2,1,7,3,0.374165739,0.786021339,0.354259792,3.16227766,0.9,0.7,0.7,1,2,8,3,8,1,11,8,1,1,6,0,0,1,0,1,0
23749,1,1,2,2,1,0,0,0,1,0,0,0,0,0,0,10,0,1,0,0.4,0,0.496235831,7,1,0,0,0,1,1,1,2,1,10,2,0.316227766,0.673954654,0.319374389,3.16227766,0.6,0.8,0.6,2,2,8,3,12,3,9,8,1,2,9,0,1,1,0,1,0
23756,1,5,1,10,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0.9,0.5,0.86890736,7,1,1,0,1,1,1,1,0,1,10,2,0.316227766,0.752843096,0.324807635,3.31662479,0.7,0.9,0.3,3,3,8,3,9,1,12,6,2,4,12,0,0,1,0,0,0
24537,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.6,0.4,0.944391338,11,0,0,0,0,14,1,1,3,1,68,3,0.447213595,0.760762992,0.360555128,2.645751311,0.9,0.2,0.2,3,0,8,5,9,1,7,6,2,2,10,0,1,1,0,0,0
25171,1,4,1,5,1,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0.8,0.8,1.324292264,11,1,1,9,1,9,1,1,2,1,104,3,0.447213595,1.203412847,0.387298335,3.31662479,0.7,0.1,0.1,3,2,9,2,8,3,7,5,1,7,5,0,1,0,0,1,1
25317,1,4,1,5,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0.4,0,0.613901458,5,0,0,0,0,11,1,1,2,1,104,2,0.4,1.062493656,0.342198773,3.605551276,0.1,0,0.3,2,2,7,3,8,4,7,8,1,5,11,0,1,0,1,0,1
25452,1,5,3,10,1,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.7,0.8,1.005919977,11,0,1,0,1,15,1,1,2,1,5,2,0.4,1.007646386,0.4,3.16227766,0.2,0.5,0.8,0,1,7,3,11,1,3,8,3,2,11,0,1,0,0,0,0
25569,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.8,0.2,0.504356025,11,1,1,0,0,11,1,1,2,1,11,2,0.316227766,0.66705223,0.303315018,3.31662479,0.7,0.1,0,1,3,10,3,9,0,11,10,3,3,6,0,0,0,0,0,0
25913,1,1,1,5,1,6,0,1,0,0,0,0,0,0,0,7,0,1,0,0.9,0.7,1.07587174,9,1,1,0,0,9,1,1,2,1,93,3,0.4,0.853710908,0.324191302,3.605551276,0.1,0.6,0.4,5,2,6,3,6,1,15,6,0,3,15,0,1,0,0,1,0
26185,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0.8,0.4,0.752080448,11,1,0,0,0,4,1,1,0,1,9,2,0.316227766,0.645278465,0.320156212,3,0.4,0.7,0.9,3,2,7,2,11,1,4,6,2,2,6,1,0,1,1,0,0
26363,1,2,1,3,1,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0.5,0.3,0.659545298,11,0,0,9,0,0,1,1,2,1,104,3,0.447213595,1.436867,0.402740611,3.464101615,0.1,0.8,0,3,2,10,2,11,5,7,1,0,4,5,1,0,1,1,1,0
26653,1,2,1,8,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.8,1.3,1.627114009,11,1,1,0,1,9,1,0,2,1,93,3,0.4,0.987609184,0.324191302,3.741657387,0.6,0.5,0.2,5,1,8,2,9,1,13,7,1,0,7,0,0,0,0,0,0
26676,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.5,0.2,0.672216483,7,1,0,0,1,14,1,1,2,1,68,3,0.4,0.838041795,0.344383507,3,0.8,0.5,0.5,2,2,5,6,10,3,8,9,1,3,7,1,0,0,0,0,0
26904,1,0,1,5,0,3,0,1,0,0,0,0,0,0,0,2,0,0,1,0.9,0.7,1.382027496,11,1,1,8,0,11,1,0,2,1,71,2,0.489897949,1.205179936,0.412553027,3.605551276,0.6,0.2,0.9,3,1,7,2,7,3,9,5,0,6,9,0,1,1,1,1,0
27133,1,4,4,8,0,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0.9,1.2,1.284523258,11,0,1,3,1,17,1,1,2,1,104,3,0.447213595,1.225179275,0.374833296,3.464101615,0.9,0.2,0.5,1,4,7,2,9,3,8,4,2,2,4,0,0,1,0,0,1
27309,1,5,1,6,1,6,1,0,0,0,0,0,0,0,0,4,0,1,0,0.7,0.6,0.809320703,11,0,0,0,0,11,1,0,1,1,69,3,0.424264069,1.286516213,0.353553391,3.741657387,0.7,0.4,0.2,2,3,7,4,7,1,9,7,1,1,6,0,1,0,0,0,0
27333,1,6,1,3,1,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0.9,0.3,0.676849319,7,0,0,8,0,9,1,1,2,1,13,3,0.447213595,1.185309528,0.399124041,3.605551276,0.4,0.1,0,1,0,8,1,8,1,12,9,0,5,7,0,0,0,1,0,1
27751,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0.9,1.3,1.971674415,11,0,0,1,1,17,1,1,2,1,104,1,0.5,1.248662094,0.37067506,3.31662479,0.6,0.7,0.8,2,3,10,6,6,0,9,7,1,2,3,0,0,0,1,1,0
28406,1,4,1,3,1,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0.9,1.5,1.659254351,9,1,1,0,1,7,1,1,2,1,92,3,0.374165739,0.692522041,0.327871926,3,0.9,0.3,0.6,3,3,8,0,11,4,7,3,2,4,9,0,1,1,0,0,0
28592,1,2,1,8,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0.6,1.1,1.640693451,11,1,1,0,1,7,1,1,2,1,104,3,0.4,0.922693685,0.372424489,3.31662479,0.6,0.6,0.3,4,1,9,4,9,2,7,7,1,0,14,0,1,0,0,0,0
29051,1,0,1,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.4,0.3,0.852936106,5,1,0,2,1,0,0,1,0,1,104,2,0.374165739,0.709600633,0.360138862,2.828427125,0.2,0.6,0,2,2,6,3,9,1,3,6,1,1,12,0,0,0,0,0,0
29225,1,2,1,7,0,3,0,0,0,1,0,0,0,0,0,3,0,1,0,0.9,0.4,0.956229575,11,1,1,8,1,11,1,0,2,1,71,2,0.489897949,1.335486725,0.412553027,3.741657387,0.4,0.7,0.8,2,3,6,4,9,4,9,7,1,2,6,0,1,0,0,0,1
29309,1,0,1,5,0,0,1,0,0,0,0,0,1,0,1,2,0,0,1,0.8,0.3,0.725,9,1,0,2,1,1,0,1,2,1,90,0,0.374165739,0.688917584,0.324191302,2.828427125,0.9,0.5,0.2,2,0,9,2,10,3,5,9,1,4,5,0,1,1,1,1,0
29652,1,2,2,7,1,6,1,0,0,0,0,0,0,0,0,12,1,0,0,0.6,0.5,1.200260388,7,1,1,0,1,11,1,1,2,1,99,2,0.316227766,0.618733043,0.303315018,3.16227766,0.6,0.6,0.1,4,3,6,2,8,1,15,6,1,1,5,0,1,1,0,1,0
30058,1,2,1,6,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0.9,1.1,1.119988839,11,1,1,8,0,11,1,1,2,1,24,2,0.489897949,0.93520449,0.409878031,3.31662479,0.8,0.8,0.9,2,0,8,3,8,2,11,6,0,2,10,0,0,1,0,0,0
30236,1,3,1,4,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,0.7,0.5,0.869985632,7,0,1,0,0,10,1,0,1,1,89,2,0.387298335,1.095869405,0.336154726,3.605551276,0.5,0.9,0.2,3,0,9,3,8,4,9,4,1,2,6,0,1,1,0,0,0
30352,1,5,1,8,1,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0.9,0.3,0.68510948,11,1,1,0,1,14,1,0,2,1,72,3,0.4,1.184655685,0.354541958,3.741657387,0.3,0.1,0.8,1,3,7,1,5,4,11,5,3,6,11,0,1,1,0,1,0
30447,1,3,1,7,1,4,0,0,1,0,0,0,0,0,0,13,0,1,0,0.7,0.4,0.702673466,7,0,1,0,0,10,1,1,2,1,28,3,0.374165739,0.687221018,0.327108545,2.236067978,0.9,0.5,0.8,2,3,8,4,8,2,4,8,0,3,5,0,1,0,0,0,0
30507,1,3,1,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0.7,0.5,0.309232922,9,1,1,0,0,11,1,1,2,1,44,3,0.447213595,0.784377418,0.339116499,3.16227766,0.9,0.6,0,3,3,7,3,8,0,11,5,2,3,9,1,1,1,1,0,0
30651,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0.9,0.3,0.667551496,7,1,0,0,1,0,1,1,1,1,34,2,0.4,0.797257697,0.314483704,3.31662479,0.8,0.3,0.2,2,1,7,1,9,3,7,4,2,4,10,0,1,1,0,0,1
31254,1,7,1,8,1,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.9,1.3,1.220143434,11,0,0,0,1,15,1,1,3,1,5,2,0.424264069,0.825710313,0.342052628,2.449489743,0,0.7,0.9,2,2,8,2,9,3,7,4,0,2,6,0,0,0,0,0,0
31477,1,7,1,5,0,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.9,1.2,2.010130593,11,1,1,3,1,17,1,1,2,1,104,3,0.447213595,1.096811683,0.388587185,3.16227766,0.4,0.2,0.7,2,1,10,3,9,4,9,8,3,6,11,0,1,0,0,0,0
31651,1,7,2,1,0,3,1,0,0,0,0,0,0,0,0,8,1,0,0,0.9,1.2,1.588434764,11,1,1,8,1,9,1,1,1,1,13,3,0.447213595,0.846663359,0.399124041,2.449489743,0.2,0.2,0.5,1,0,8,2,10,2,7,5,2,3,6,0,0,0,1,0,0
32935,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0.8,1.5,0.882113938,11,0,0,0,0,7,1,1,2,1,92,3,0.4,0.852148476,0.344528664,3.464101615,0.5,0.5,0.1,3,1,7,4,9,0,5,5,1,1,7,0,1,1,1,0,0
32950,1,0,1,6,1,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0.3,0,0.831038507,9,1,1,0,1,9,1,0,2,1,21,3,0.316227766,0.841780875,0.313049517,3.605551276,0.3,0.2,0.7,5,1,8,2,8,2,5,4,5,3,7,0,1,0,0,0,0
32961,1,5,1,3,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.8,0.5,0.793331583,9,1,1,1,0,3,1,1,2,1,104,3,0.424264069,0.870866862,0.347419055,3.31662479,0.7,0.7,0.7,1,1,6,0,9,0,7,4,1,5,7,0,0,1,0,0,0
33060,1,0,1,6,1,4,0,0,1,0,0,0,0,0,0,11,1,0,0,0.6,0.6,0.872138177,11,1,0,0,1,15,1,1,2,1,5,2,0.424264069,0.964022221,0.325576412,3,0.1,0.8,0.1,3,3,5,3,9,2,7,8,2,4,7,1,1,1,0,0,0
33229,1,5,1,7,0,2,0,0,1,0,0,0,0,0,0,7,1,0,0,0.4,0,0.606217783,11,1,1,0,1,7,1,1,2,1,92,3,0.374165739,0.740490679,0.327871926,3.31662479,0.8,0.6,0.1,0,1,6,4,9,3,8,3,0,2,6,1,1,0,0,0,1
33366,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.5,0.2,0.654790043,7,1,1,1,0,3,1,0,2,1,102,2,0.4,0.960672973,0.326955654,3.741657387,0.2,0.8,0.7,3,3,8,2,11,1,6,2,0,4,12,0,1,0,0,0,0
34299,1,2,1,2,0,0,0,0,1,0,0,0,0,0,0,11,1,0,0,0.5,0.3,1.017963654,11,1,1,2,1,11,1,1,2,1,14,0,0.374165739,0.702033646,0.334065862,3.16227766,0.9,0.9,0.2,4,2,8,6,9,4,12,7,2,2,5,0,1,1,0,1,0
34504,1,5,1,6,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.7,0.7,0.604152299,11,0,0,0,1,10,1,1,2,1,83,2,0.424264069,0.981649817,0.342052628,3.16227766,0.2,0.8,0.3,2,3,7,2,12,2,13,7,2,4,3,0,1,1,0,0,0
35064,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7,0.8,0.81278841,7,1,0,0,1,10,1,1,2,1,28,3,0.374165739,0.829866065,0.324807635,3,0.8,0.1,0.5,3,2,8,3,6,1,6,6,1,3,12,0,1,1,1,1,0
35239,1,5,1,5,0,1,1,0,0,0,0,0,0,0,0,12,1,0,0,0.9,0.8,1.793042108,11,0,0,0,1,10,1,1,2,1,55,2,0.424264069,1.215855989,0.358608422,3.605551276,0.3,0.9,0.5,3,3,10,4,12,5,9,4,2,7,4,0,1,1,0,0,1
35283,1,5,1,3,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.6,0.4,0.858414236,11,0,1,9,1,10,1,1,2,1,81,3,0.447213595,1.230180898,0.390896406,3.31662479,0.8,0.6,0.8,3,2,6,4,11,3,13,6,2,5,10,0,1,1,0,0,0
35381,1,2,1,3,1,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0.9,1.6,1.674440205,11,1,0,9,0,17,1,0,2,1,104,3,0.447213595,1.383193096,0.378021163,3.605551276,0.4,0.4,0.5,2,0,7,2,7,4,9,4,3,1,4,0,0,1,0,1,0
35400,1,7,1,5,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0.7,1.4,1.320747894,11,0,1,0,1,10,1,1,2,1,83,2,0.424264069,0.990325099,0.342052628,3.16227766,0.4,0.4,0.8,1,3,7,3,8,3,13,9,0,4,7,0,1,0,0,1,1
35543,1,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8,0.6,0.868547638,11,0,0,1,0,0,1,1,1,1,75,2,0.447213595,1.295972783,0.382361086,3.605551276,0.3,0.4,0.8,3,2,8,4,12,2,6,4,0,0,6,0,1,1,0,1,0
35861,1,0,1,5,1,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0.3,0,0.591607978,7,1,1,0,0,9,1,0,2,1,93,3,0.4,0.926927298,0.324191302,3.741657387,0.1,0,0.8,1,0,9,4,9,1,14,6,2,1,4,0,1,1,0,0,0
35911,1,3,1,9,1,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0.9,1.2,1.337675222,3,1,1,0,1,9,1,0,2,1,21,3,0.316227766,0.841780875,0.313049517,3.605551276,0,0.6,0.6,3,2,9,4,8,4,2,1,2,6,9,0,1,1,0,0,0
36029,1,0,1,2,0,3,1,0,0,0,0,0,0,0,0,3,0,0,1,0.4,0,0.537354632,7,1,0,0,0,14,1,1,2,1,60,1,0.316227766,0.612288081,0.307083051,3,0.9,0.7,0.2,4,3,8,5,10,2,6,8,2,2,12,0,0,1,0,1,0
36111,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0.6,0.4,0.78062475,11,1,1,8,1,14,1,0,2,1,18,2,0.5,1.228097366,0.431161223,3.741657387,0.4,0.5,0,2,0,6,2,9,0,9,0,4,4,7,0,0,0,1,1,0
36269,1,4,1,8,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.7,1.5,1.44222051,11,1,1,0,1,4,1,1,2,1,12,3,0.4,0.835912057,0.324807635,3.464101615,0.4,0,0.1,4,0,8,2,7,2,16,6,2,0,9,0,1,1,0,0,0
36341,1,0,2,3,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0.9,1.3,1.280624848,11,0,1,9,1,9,1,0,2,1,104,3,0.447213595,1.484534599,0.387298335,3.605551276,0.9,0.8,0.6,2,3,8,3,11,3,6,4,2,2,7,0,1,1,1,1,0
36462,1,4,1,7,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0.9,0.4,0.840386816,11,1,1,0,0,15,1,0,1,1,5,2,0.424264069,1.127520134,0.325576412,3.741657387,0.3,0.4,0.7,3,2,5,3,9,3,7,4,0,4,11,0,1,0,1,0,0
36499,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0.9,1.2,1.556839748,11,0,1,0,0,1,1,1,2,1,104,3,0.424264069,1.005254789,0.366060104,3.464101615,0.5,0,0.7,1,3,10,4,7,2,7,4,0,3,4,0,0,0,1,1,0
36574,1,1,1,4,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.9,1.3,1.471606265,11,0,1,9,0,0,1,1,2,1,104,3,0.447213595,1.436867,0.402740611,3.464101615,0.6,0.7,0.5,3,2,8,2,9,4,7,8,3,1,5,0,1,0,1,1,0
36773,1,2,1,5,1,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.9,0.4,0.64371966,11,0,1,0,0,4,0,1,2,1,12,3,0.4,0.962209493,0.342344855,3.741657387,0.8,0.8,0.3,2,2,7,3,11,4,10,7,2,1,9,0,0,0,1,0,1
37638,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0.3,0.73058196,11,0,0,0,0,10,1,1,2,1,83,2,0.424264069,1.046146016,0.356089876,3.31662479,0.5,0,0.6,3,0,7,3,7,2,5,3,3,4,9,0,1,1,0,0,0
38285,1,3,1,6,1,1,0,0,1,0,0,0,0,0,0,13,0,1,0,0.7,0.4,0.821583836,11,0,0,9,0,11,1,1,2,1,56,3,0.6,1.048720196,0.428369,2.828427125,0,0.1,0.6,2,1,8,2,8,3,6,3,1,6,12,0,0,1,0,1,1
38286,1,7,1,6,1,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0.9,1.8,1.525,11,0,1,8,1,13,1,1,2,1,104,3,0.591607978,0.962660312,0.430116263,2.449489743,0.7,0.5,0.4,2,3,7,5,11,2,7,6,0,4,13,0,1,1,0,0,1
38392,1,6,1,11,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.4,0,1.108771843,5,1,1,9,1,13,1,1,4,1,104,3,0.529150262,0.81186959,0.45607017,0,0.9,0.2,0.5,1,3,8,3,6,2,7,2,1,2,6,0,1,1,1,1,1
38954,1,5,4,7,1,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0.9,1.1,1.484503284,11,0,1,1,1,16,1,1,2,1,104,3,0.4,1.077819194,0.342052628,3.464101615,0.9,0.7,0.3,4,1,7,0,9,2,6,3,2,1,5,0,1,0,0,0,0
39550,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0.3,0,0.736121593,7,1,0,0,0,0,1,1,2,1,86,3,0.4,0.971675834,0.342490876,3.31662479,0.6,0.7,0,1,0,8,5,10,3,9,6,1,4,4,0,1,0,0,0,1
39851,1,1,1,8,1,0,0,1,0,0,0,0,0,0,0,13,0,0,1,0.9,0.5,1.250749775,11,1,1,0,0,1,1,1,2,1,10,2,0.316227766,0.68511325,0.319374389,3.16227766,0.8,0.1,0,4,2,8,3,10,3,9,5,1,4,8,0,1,0,0,0,0
40256,1,0,1,4,1,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0.4,0,0.612882534,7,1,0,0,1,0,1,1,2,1,46,3,0.4,0.749283404,0.300333148,3.16227766,0,0.2,0.3,3,3,9,4,8,3,8,3,5,1,6,0,1,1,0,0,0
40571,1,0,2,4,1,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0.8,0,0.487339717,1,1,1,0,0,4,1,0,2,1,48,3,0.316227766,0.765069003,0.301993377,3.741657387,0.1,0.1,0.7,2,1,8,4,10,3,8,6,3,0,3,0,1,1,0,0,1
40777,1,1,2,6,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.7,1,1.31410616,11,1,1,0,0,14,1,1,2,1,60,1,0.316227766,0.630049847,0.307083051,3.16227766,0.3,0.2,0.1,3,1,7,2,7,5,9,4,1,0,8,0,1,1,0,1,0
40970,1,5,1,4,1,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.9,0.6,0.858050115,11,0,1,0,1,1,1,1,2,1,31,3,0.424264069,0.915421142,0.347275107,3.31662479,0.6,0.7,0.8,2,3,8,3,9,1,7,2,1,6,7,0,1,1,0,0,1
41388,1,0,1,7,0,6,1,0,0,0,0,0,0,0,0,2,0,0,1,0.9,1.2,1.412444689,11,1,0,0,0,1,1,1,2,1,104,3,0.424264069,0.780416291,0.350713558,2.645751311,0.3,0.6,0.1,2,2,10,4,11,2,10,9,0,3,13,1,0,0,0,0,0
41418,1,5,3,9,1,0,0,0,1,0,0,0,0,0,0,9,0,1,0,0.6,1.1,1.463514605,11,1,0,0,1,14,1,0,0,1,42,2,0.4,0.861480563,0.33763886,3.605551276,0,0.1,0.7,3,2,7,1,11,3,9,4,3,5,9,0,1,0,0,0,1
41914,1,4,2,2,1,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0.9,0.4,0.80039053,11,1,1,0,0,1,1,1,0,1,40,2,0.423792402,0.676738655,0.329393382,2.645751311,0.8,0.3,0,3,3,9,2,11,3,9,7,5,2,5,0,1,0,0,1,0
42121,1,0,1,2,0,4,0,0,1,0,0,0,0,0,0,8,0,1,0,0.7,0.3,0.994044768,7,1,1,9,1,16,1,1,2,1,104,3,0.447213595,0.971398838,0.402616443,3.16227766,0.1,0.5,0.1,1,1,8,1,10,1,4,6,1,2,6,0,1,1,0,1,0
42303,1,7,1,9,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.9,1.3,0.55789784,11,0,0,9,1,9,1,1,2,1,104,3,0.515363949,1.092555576,0.414487635,2.828427125,0.3,0.2,0,0,0,7,2,10,2,4,7,2,1,9,0,1,0,0,0,0
42825,1,7,1,7,1,3,0,1,0,0,0,0,1,0,1,4,0,1,0,0.6,0.6,0.754569414,7,1,1,0,0,7,1,1,2,1,92,3,0.374165739,0.799559538,0.327871926,3.464101615,0.5,0.1,0.7,3,0,8,3,9,4,8,1,3,1,4,0,1,1,0,0,0
43028,1,5,1,8,0,0,0,0,1,0,0,1,1,1,3,0,0,0,1,0.6,0.4,0.73058196,9,1,0,0,1,11,0,1,0,1,7,3,0.424264069,0.713752162,0.354259792,2.828427125,0.4,0.1,0.1,2,2,7,2,10,2,13,4,1,3,12,0,1,1,0,1,0
43051,1,4,1,7,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0.9,0.3,0.859505672,11,1,1,0,1,1,1,0,0,1,52,3,0.374165739,0.845014548,0.309030743,3.605551276,0.9,0.6,0,2,3,9,5,10,1,11,5,0,3,7,0,0,1,0,0,0
43255,1,1,1,4,1,3,0,0,1,0,0,0,0,0,0,5,0,0,0,0.6,0.2,0.581485168,7,1,0,0,0,14,1,1,1,1,68,3,0.399499687,0.697412573,0.347850543,2,0,0.4,0.4,0,3,10,3,9,1,6,4,2,1,4,0,0,1,1,1,0
43385,1,7,1,8,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0.6,0.9,1.585875153,9,0,1,1,1,9,1,1,2,1,104,2,0.574456265,1.105087783,0.405709256,3.31662479,0.3,0.5,0.5,4,0,9,1,12,0,8,2,1,1,10,0,1,1,0,0,0
44588,1,0,1,6,0,4,0,1,0,0,0,0,1,0,1,4,0,0,1,0.6,0.7,1.021028893,11,1,1,8,1,4,1,1,2,1,6,3,0.447213595,1.017471343,0.359722115,3.464101615,0.9,0.3,0,3,1,6,4,7,2,8,3,1,1,7,0,1,1,0,0,0
45083,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0.9,0.3,0.432290412,9,1,0,2,0,1,1,1,2,1,90,0,0.374165739,0.691656295,0.327108545,2.828427125,0.4,0.9,0.3,2,2,9,7,9,4,4,3,0,5,8,0,1,1,0,0,0
45179,1,0,1,9,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0.6,0.2,0.687840825,7,1,0,0,1,11,1,1,2,1,11,2,0.316227766,0.696107833,0.303315018,3.464101615,0.3,0.6,0.3,2,1,5,5,11,3,10,6,1,5,9,0,1,0,0,0,0
45331,1,2,3,2,1,0,0,0,1,0,0,0,0,0,0,12,1,0,0,0.8,1.3,0.837779804,11,1,0,0,0,4,1,1,2,1,84,3,0.316227766,0.709979048,0.320156212,3.31662479,0.2,0.9,0.7,2,3,7,1,9,4,5,5,0,3,9,1,1,1,0,0,0
45406,1,2,1,7,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0.9,0.8,0.799218368,7,1,1,2,0,11,1,0,2,1,94,0,0.374165739,0.883737368,0.330454233,3.605551276,0.4,0.3,0.8,0,1,9,5,11,3,8,7,0,1,5,0,0,1,0,0,0
45635,1,4,1,3,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0.8,0.7,1.316007219,9,1,1,2,0,11,1,0,0,1,94,0,0.374165739,0.916977158,0.330454233,3.741657387,0.4,0.4,0.4,2,1,8,2,9,1,8,5,2,5,5,0,0,1,1,0,0
45694,1,1,3,4,1,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0.6,1.3,1.281600562,7,1,0,0,1,11,1,1,2,1,101,3,0.374165739,0.780389816,0.321403174,3.16227766,0.7,0,0.6,2,2,6,3,12,3,14,4,0,2,7,1,0,0,1,1,0
45876,1,0,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.9,1.2,1.229583263,11,0,1,8,0,13,1,0,2,1,104,3,0.447213595,1.454936027,0.379473319,3.605551276,0.4,0.9,0.4,3,4,6,5,9,2,10,9,0,2,10,0,1,0,0,0,0
46324,1,0,1,6,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0.8,0.2,0.915832954,7,1,1,1,1,3,1,0,2,1,59,3,0.316227766,0.755967991,0.309677251,3.605551276,0.5,0.1,0.9,1,2,10,5,6,2,7,5,1,2,10,0,1,1,0,1,0
